ts_code,stk_code,conv_price,maturity_date,list_date,bond_short_name,par
125002.SZ,000002.SZ,5.85,20070613,20020628,万科转债,100.0
125009.SZ,000009.SZ,19.392,19960101,19930210,宝安转券,1.0
125069.SZ,000069.SZ,6.15,20061231,20040116,侨城转债,100.0
125301.SZ,000301.SZ,4.1,20030828,19980915,丝绸转债,100.0
126301.SZ,000301.SZ,3.0,20070909,20020924,丝绸转2,100.0
125629.SZ,000629.SZ,5.64,20080122,20030217,钢钒转债,100.0
125630.SZ,000630.SZ,4.45,20080521,20030604,铜都转债,100.0
125729.SZ,000729.SZ,7.06,20071016,20021031,燕京转债,100.0
125898.SZ,000898.SZ,2.83,20050315,20000417,鞍钢转债,100.0
125930.SZ,000930.SZ,2.4,20080424,20030520,丰原转债,100.0
125936.SZ,000936.SZ,2.7,20080901,20030916,华西转债,100.0
125959.SZ,000959.SZ,2.97,20081216,20031231,首钢转债,100.0
125302.SZ,,,20040728,19990817,茂炼转债,100.0
110001.SH,600001.SH,3.36,20081126,20031211,邯钢转债,100.0
100009.SH,600009.SH,7.69,20050225,20000316,机场转债,100.0
100016.SH,600016.SH,2.39,20080227,20030318,民生转债,100.0
110037.SH,600037.SH,7.47,20090512,20040528,歌华转债,100.0
100087.SH,600087.SH,5.41,20070813,20020828,水运转债,100.0
100096.SH,600096.SH,5.8,20060910,20030925,云化转债,100.0
100117.SH,600117.SH,4.85,20080811,20030826,西钢转债,100.0
100177.SH,600177.SH,3.35,20060403,20030421,雅戈转债,100.0
100196.SH,600196.SH,5.03,20081028,20031117,复星转债,100.0
100220.SH,600220.SH,3.8,20050418,20020516,阳光转债,100.0
100236.SH,600236.SH,5.77,20080630,20030715,桂冠转债,100.0
100001.SH,600301.SH,4.56,20030803,19980902,南化转债,100.0
110317.SH,600317.SH,6.99,20090520,20040603,营港转债,100.0
110418.SH,600418.SH,3.32,20090415,20040429,江淮转债,100.0
100567.SH,600567.SH,2.46,20080616,20030701,山鹰转债,100.0
100726.SH,600726.SH,3.1,20080603,20030618,华电转债,100.0
100795.SH,600795.SH,6.59,20080718,20030801,国电转债,100.0
126002.SZ,000002.SZ,3.55,20090924,20041018,万科转2,100.0
125488.SZ,000488.SZ,5.5,20090915,20040930,晨鸣转债,100.0
125822.SZ,000822.SZ,4.5,20090907,20040923,海化转债,100.0
125932.SZ,000932.SZ,4.3,20090716,20040803,华菱转债,100.0
125937.SZ,000937.SZ,4.4,20090811,20040826,金牛转债,100.0
110010.SH,600010.SH,1.69,20091110,20041125,包钢转债,100.0
110036.SH,600036.SH,4.42,20091110,20041129,招行转债,100.0
110219.SH,600219.SH,4.12,20091019,20041103,南山转债,100.0
110874.SH,600874.SH,3.82,20090701,20040719,创业转债,100.0
110325.SH,600325.SH,7.68,20110727,20060811,华发转债,100.0
110423.SH,600423.SH,9.86,20110728,20060810,柳化转债,100.0
110398.SH,600398.SH,4.96,20110815,20060830,凯诺转债,100.0
125024.SZ,000024.SZ,13.09,20110830,20060911,招商转债,100.0
110488.SH,600488.SH,4.33,20121025,20061110,天药转债,100.0
110232.SH,600232.SH,3.57,20101120,20061206,金鹰转债,100.0
110021.SH,600021.SH,4.43,20111201,20061219,上电转债,100.0
128031.SZ,002031.SZ,7.37,20120108,20070119,巨轮转债,100.0
125717.SZ,000717.SZ,4.68,20120206,20070302,韶钢转债,100.0
110078.SH,600078.SH,10.53,20120510,20070525,澄星转债,100.0
125960.SZ,000960.SZ,21.35,20120514,20070529,锡业转债,100.0
110026.SH,600026.SH,25.31,20120702,20070712,中海转债,100.0
110567.SH,600567.SH,4.24,20120905,20070917,山鹰转债,100.0
110971.SH,600971.SH,12.88,20120924,20071012,恒源转债,100.0
110227.SH,600227.SH,6.84,20121010,20071023,赤化转债,100.0
125709.SZ,000709.SZ,7.57,20121214,20071228,唐钢转债,100.0
110598.SH,600598.SH,9.81,20121219,20071228,大荒转债,100.0
125572.SZ,000572.SZ,3.6,20130116,20080130,海马转债,100.0
110368.SH,600368.SH,4.73,20130228,20080314,五洲转债,100.0
125528.SZ,000528.SZ,9.57,20140418,20080506,柳工转债,100.0
110002.SH,600219.SH,8.42,20130418,20080513,南山转债,100.0
110003.SH,600782.SH,5.41,20130821,20080905,新钢转债,100.0
110004.SH,600815.SH,7.45,20140828,20090911,厦工转债,100.0
110005.SH,600558.SH,14.55,20140903,20090921,西洋转债,100.0
110006.SH,600352.SH,8.9,20140914,20090925,龙盛转债,100.0
125969.SZ,000969.SZ,12.33,20150916,20091012,安泰转债,100.0
110007.SH,600966.SH,5.74,20140923,20091016,博汇转债,100.0
110008.SH,600859.SH,33.26,20151019,20091030,王府转债,100.0
110009.SH,600481.SH,12.58,20150504,20100514,双良转债,100.0
113001.SH,601988.SH,2.62,20160602,20100618,中行转债,100.0
125731.SZ,000731.SZ,7.06,20150602,20100625,美丰转债,100.0
126630.SZ,000630.SZ,15.68,20160715,20100806,铜陵转债,100.0
128233.SZ,002233.SZ,6.62,20150826,20100916,塔牌转债,100.0
113002.SH,601398.SH,3.27,20160831,20100910,工行转债,100.0
126729.SZ,000729.SZ,7.22,20151015,20101103,燕京转债,100.0
110011.SH,600037.SH,14.69,20161125,20101210,歌华转债,100.0
110012.SH,600798.SH,4.5,20160107,20110120,海运转债,100.0
110013.SH,600886.SH,2.91,20170125,20110215,国投转债,100.0
125887.SZ,000887.SZ,6.9,20160211,20110301,中鼎转债,100.0
110015.SH,600028.SH,4.89,20170223,20110307,石化转债,100.0
110016.SH,600674.SH,9.02,20170321,20110331,川投转债,100.0
125089.SZ,000089.SZ,5.54,20170715,20110810,深机转债,100.0
129031.SZ,002031.SZ,5.47,20160719,20110804,巨轮转2,100.0
110017.SH,600026.SH,6.24,20170801,20110812,中海转债,100.0
110018.SH,600795.SH,2.27,20170819,20110902,国电转债,100.0
110019.SH,600356.SH,6.67,20170323,20120412,恒丰转债,100.0
113003.SH,601989.SH,4.74,20180604,20120618,重工转债,100.0
110020.SH,600219.SH,6.65,20181016,20121031,南山转债,100.0
110022.SH,600085.SH,17.27,20171204,20121218,同仁转债,100.0
127001.SZ,000099.SZ,6.98,20181219,20130107,海直转债,100.0
128001.SZ,002347.SZ,8.49,20180109,20130128,泰尔转债,100.0
110023.SH,600016.SH,8.105,20190315,20130329,民生转债,100.0
128002.SZ,002065.SZ,11.78,20190726,20130819,东华转债,100.0
128003.SZ,002185.SZ,9.74,20190812,20130828,华天转债,100.0
110024.SH,600820.SH,4.71,20190913,20130930,隧道转债,100.0
127002.SZ,000425.SZ,8.36,20191025,20131115,徐工转债,100.0
113005.SH,601318.SH,41.22,20191122,20131209,平安转债,100.0
113006.SH,601139.SH,8.32,20191213,20131227,深燃转债,100.0
128004.SZ,002318.SZ,19.76,20200225,20140314,久立转债,100.0
128005.SZ,002408.SZ,14.34,20190418,20140513,齐翔转债,100.0
110025.SH,600109.SH,9.99,20200514,20140603,国金转债,100.0
128006.SZ,002391.SZ,13.48,20200620,20140709,长青转债,100.0
110027.SH,600875.SH,12.0,20200710,20140725,东方转债,100.0
110028.SH,600067.SH,6.2,20200718,20140801,冠城转债,100.0
128007.SZ,002491.SZ,5.75,20200815,20140905,通鼎转债,100.0
113007.SH,601929.SH,12.03,20200905,20140925,吉视转债,100.0
128008.SZ,002521.SZ,10.2,20190915,20141010,齐峰转债,100.0
110029.SH,600023.SH,5.66,20201013,20141028,浙能转债,100.0
113501.SH,603993.SH,8.78,20201202,20141216,洛钼转债,100.0
128009.SZ,002241.SZ,13.04,20201212,20141226,歌尔转债,100.0
110030.SH,600185.SH,5.0,20191225,20150113,格力转债,100.0
113008.SH,601727.SH,5.13,20210202,20150216,电气转债,100.0
110031.SH,600271.SH,21.56,20210612,20150630,航信转债,100.0
123001.SZ,300058.SZ,4.28,20211218,20160108,蓝标转债,100.0
110032.SH,600031.SH,7.25,20220104,20160118,三一转债,100.0
110033.SH,600755.SH,6.72,20220105,20160119,国贸转债,100.0
110034.SH,600998.SH,17.83,20220115,20160129,九州转债,100.0
113009.SH,601238.SH,13.92,20220122,20160204,广汽转债,100.0
128010.SZ,002245.SZ,9.25,20220122,20160223,蔚蓝转债,100.0
110035.SH,600004.SH,12.56,20210226,20160315,白云转债,100.0
128011.SZ,002510.SZ,5.73,20220302,20160324,汽模转债,100.0
113010.SH,601199.SH,6.02,20220318,20160405,江南转债,100.0
128012.SZ,002496.SZ,4.38,20220421,20160517,辉丰转债,100.0
127003.SZ,000861.SZ,2.99,20220608,20160701,海印转债,100.0
128013.SZ,002325.SZ,2.31,20220729,20160823,洪涛转债,100.0
113011.SH,601818.SH,3.35,20230317,20170405,光大转债,100.0
113012.SH,601311.SH,9.86,20230324,20170413,骆驼转债,100.0
128014.SZ,002753.SZ,9.28,20230417,20170512,永东转债,100.0
127004.SZ,000700.SZ,7.24,20230602,20170626,模塑转债,100.0
128015.SZ,002279.SZ,5.0,20230608,20170627,久其转债,100.0
113013.SH,601211.SH,17.24,20230707,20170724,国君转债,100.0
128016.SZ,002271.SZ,22.4,20230925,20171020,雨虹转债,100.0
145901.SH,832633.SH,30.6,20181016,20171026,17伏泰转,100.0
145900.SH,836149.SH,5.3,20231016,20171024,17旭杰转,100.0
117103.SZ,430263.SZ,5.2,20201016,20171123,蓝天转S1,100.0
113014.SH,601222.SH,8.44,20231027,20171113,林洋转债,100.0
128017.SZ,002597.SZ,20.54,20231101,20171127,金禾转债,100.0
113015.SH,601012.SH,18.66,20231102,20171120,隆基转债,100.0
128018.SZ,002527.SZ,7.36,20231106,20171204,时达转债,100.0
113016.SH,601127.SH,20.17,20231106,20171121,小康转债,100.0
128019.SZ,002318.SZ,7.62,20231108,20171201,久立转2,100.0
113502.SH,603822.SH,44.36,20231110,20171127,嘉澳转债,100.0
110038.SH,600566.SH,22.67,20221113,20171129,济川转债,100.0
110039.SH,600845.SH,18.19,20231117,20171205,宝信转债,100.0
128020.SZ,002273.SZ,12.23,20231117,20171212,水晶转债,100.0
123002.SZ,300388.SZ,8.06,20231124,20171225,国祯转债,100.0
110040.SH,600183.SH,11.27,20231124,20171211,生益转债,100.0
128021.SZ,002562.SZ,4.25,20231128,20171227,兄弟转债,100.0
128022.SZ,002707.SZ,5.95,20231201,20171228,众信转债,100.0
128023.SZ,002284.SZ,10.24,20231204,20171226,亚太转债,100.0
128024.SZ,002142.SZ,17.7,20231205,20180112,宁行转债,100.0
128025.SZ,002728.SZ,9.21,20231206,20171228,特一转债,100.0
123003.SZ,300433.SZ,10.44,20231208,20180117,蓝思转债,100.0
128026.SZ,002772.SZ,8.75,20231213,20180103,众兴转债,100.0
128027.SZ,002815.SZ,14.76,20231215,20180122,崇达转债,100.0
113503.SH,603738.SH,17.9,20231215,20180102,泰晶转债,100.0
121001.SZ,,6.0,20181212,20171229,价值转S,100.0
123004.SZ,300197.SZ,2.44,20231218,20180126,铁汉转债,100.0
123005.SZ,300168.SZ,13.07,20231219,20180130,万信转债,100.0
123006.SZ,300059.SZ,11.36,20231220,20180129,东财转债,100.0
128028.SZ,002460.SZ,41.68,20231221,20180119,赣锋转债,100.0
128029.SZ,002078.SZ,8.25,20221222,20180116,太阳转债,100.0
128030.SZ,002100.SZ,7.18,20231222,20180129,天康转债,100.0
110041.SH,600863.SH,2.56,20231222,20180109,蒙电转债,100.0
128032.SZ,002472.SZ,9.87,20231225,20180125,双环转债,100.0
110042.SH,600372.SH,14.12,20231225,20180115,航电转债,100.0
113017.SH,601929.SH,2.11,20231227,20180115,吉视转债,100.0
128033.SZ,002658.SZ,7.87,20231227,20180129,迪龙转债,100.0
123007.SZ,300409.SZ,14.5,20231228,20180126,道氏转债,100.0
113018.SH,601128.SH,5.76,20240119,20180206,常熟转债,100.0
128034.SZ,002807.SZ,3.96,20240126,20180214,江银转债,100.0
110043.SH,600908.SH,5.43,20240130,20180314,无锡转债,100.0
123008.SZ,300601.SZ,31.23,20240201,20180319,康泰转债,100.0
128035.SZ,002008.SZ,51.59,20240206,20180305,大族转债,100.0
145951.SH,833330.SH,23.0,20240223,20180305,18君实转,100.0
113019.SH,601966.SH,18.12,20230301,20180322,玲珑转债,100.0
113504.SH,603989.SH,20.21,20240302,20180323,艾华转债,100.0
113505.SH,603618.SH,5.93,20240306,20180327,杭电转债,100.0
123009.SZ,300568.SZ,26.64,20240307,20180410,星源转债,100.0
128036.SZ,002548.SZ,6.81,20240309,20180402,金农转债,100.0
127005.SZ,000783.SZ,6.71,20240312,20180411,长证转债,100.0
127006.SZ,000623.SZ,14.21,20240313,20180511,敖东转债,100.0
128037.SZ,002542.SZ,2.29,20240315,20180425,岩土转债,100.0
128038.SZ,002131.SZ,1.72,20240322,20180419,利欧转债,100.0
113506.SH,603421.SH,21.65,20240416,20180514,鼎信转债,100.0
113507.SH,603668.SH,7.32,20240417,20180507,天马转债,100.0
113508.SH,603225.SH,15.65,20240426,20180516,新凤转债,100.0
121002.SZ,838641.SZ,6.04,20210427,20180611,合佳转S1,100.0
113509.SH,603179.SH,15.25,20240604,20180622,新泉转债,100.0
121003.SZ,837770.SZ,6.5,20200604,20180628,紫科转S1,100.0
128039.SZ,002224.SZ,5.43,20240608,20180629,三力转债,100.0
128040.SZ,002758.SZ,9.74,20240614,20180713,华通转债,100.0
113510.SH,603601.SH,8.59,20240619,20180713,再升转债,100.0
113511.SH,603027.SH,18.31,20240620,20180710,千禾转债,100.0
110044.SH,600831.SH,4.41,20240627,20180724,广电转债,100.0
127007.SZ,000665.SZ,3.79,20240628,20180801,湖广转债,100.0
123010.SZ,300422.SZ,4.67,20240705,20180814,博世转债,100.0
113512.SH,603228.SH,49.85,20240706,20180724,景旺转债,100.0
113513.SH,603345.SH,35.08,20240712,20180731,安井转债,100.0
110045.SH,600398.SH,6.1,20240713,20180731,海澜转债,100.0
128041.SZ,002446.SZ,6.75,20240717,20180814,盛路转债,100.0
123011.SZ,300473.SZ,15.88,20240718,20180814,德尔转债,100.0
113514.SH,603023.SH,3.99,20230720,20180813,威帝转债,100.0
123012.SZ,300057.SZ,5.92,20240720,20180829,万顺转债,100.0
113515.SH,603588.SH,9.33,20240726,20180827,高能转债,100.0
123013.SZ,300539.SZ,8.8,20240726,20180820,横河转债,100.0
123014.SZ,300407.SZ,7.98,20230727,20180821,凯发转债,100.0
128042.SZ,002823.SZ,9.97,20240730,20180903,凯中转债,100.0
128043.SZ,002793.SZ,6.22,20240802,20180827,东音转债,100.0
113516.SH,603323.SH,4.86,20240802,20180820,苏农转债,100.0
113517.SH,603019.SH,36.53,20240806,20180823,曙光转债,100.0
123015.SZ,300297.SZ,0.84,20240813,20180913,蓝盾转退,100.0
128044.SZ,002717.SZ,1.4,20240814,20180904,岭南转债,100.0
128045.SZ,002013.SZ,7.57,20240827,20180914,机电转债,100.0
113518.SH,603816.SH,35.42,20240912,20181009,顾家转债,100.0
128046.SZ,002258.SZ,12.8,20241017,20181109,利尔转债,100.0
128047.SZ,002179.SZ,30.87,20241105,20181207,光电转债,100.0
123016.SZ,300232.SZ,7.82,20241107,20181203,洲明转债,100.0
113519.SH,603569.SH,10.97,20241107,20181130,长久转债,100.0
113520.SH,603313.SH,15.16,20241108,20181126,百合转债,100.0
128048.SZ,002839.SZ,4.13,20241112,20181129,张行转债,100.0
127008.SZ,000070.SZ,5.54,20231116,20181225,特发转债,100.0
113521.SH,603626.SH,8.7,20241116,20181207,科森转债,100.0
113020.SH,601233.SH,12.28,20241119,20181212,桐昆转债,100.0
123017.SZ,300618.SZ,57.4,20241120,20181224,寒锐转债,100.0
110046.SH,600233.SH,10.73,20241120,20181218,圆通转债,100.0
110047.SH,600567.SH,1.54,20241121,20181210,山鹰转债,100.0
113522.SH,603305.SH,29.6,20241122,20181211,旭升转债,100.0
128049.SZ,002787.SZ,7.37,20241127,20181220,华源转债,100.0
110048.SH,600483.SH,5.26,20241207,20181228,福能转债,100.0
113523.SH,603568.SH,17.47,20241210,20181226,伟明转债,100.0
128050.SZ,002865.SZ,14.81,20241210,20181227,钧达转债,100.0
113524.SH,603677.SH,13.33,20241214,20190107,奇精转债,100.0
128051.SZ,002741.SZ,12.72,20241214,20190109,光华转债,100.0
113525.SH,603055.SH,7.61,20241217,20190111,台华转债,100.0
110049.SH,600690.SH,14.2,20241218,20190118,海尔转债,100.0
110050.SH,600728.SH,7.89,20241219,20190121,佳都转债,100.0
123018.SZ,300381.SZ,7.99,20241220,20190123,溢利转债,100.0
128052.SZ,002783.SZ,6.67,20241221,20190121,凯龙转债,100.0
127009.SZ,000811.SZ,5.47,20250114,20190221,冰轮转债,100.0
127010.SZ,000001.SZ,11.63,20250121,20190218,平银转债,100.0
113526.SH,603797.SH,5.72,20250123,20190218,联泰转债,100.0
113527.SH,603518.SH,9.39,20250124,20190219,维格转债,100.0
128053.SZ,002551.SZ,4.88,20250214,20190307,尚荣转债,100.0
128054.SZ,002891.SZ,22.22,20250215,20190314,中宠转债,100.0
123019.SZ,300393.SZ,13.29,20250225,20190322,中来转债,100.0
128055.SZ,002391.SZ,7.41,20250227,20190403,长青转2,100.0
128056.SZ,002863.SZ,4.64,20250228,20190322,今飞转债,100.0
110051.SH,600522.SH,9.99,20250228,20190322,中天转债,100.0
113528.SH,603897.SH,22.35,20250301,20190320,长城转债,100.0
123020.SZ,300497.SZ,9.28,20250301,20190329,富祥转债,100.0
113021.SH,601998.SH,5.59,20250304,20190319,中信转债,100.0
123021.SZ,300168.SZ,13.6,20250304,20190325,万信转2,100.0
110052.SH,600996.SH,7.25,20250305,20190329,贵广转债,100.0
128057.SZ,002649.SZ,8.5,20250305,20190402,博彦转债,100.0
128058.SZ,002139.SZ,5.47,20250307,20190408,拓邦转债,100.0
127011.SZ,000887.SZ,11.39,20250308,20190404,中鼎转2,100.0
128059.SZ,002841.SZ,74.97,20250311,20190402,视源转债,100.0
113529.SH,603517.SH,28.51,20250311,20190402,绝味转债,100.0
113022.SH,601878.SH,12.37,20250312,20190328,浙商转债,100.0
110053.SH,600919.SH,5.48,20250314,20190403,苏银转债,100.0
110055.SH,600197.SH,15.2,20250315,20190404,伊力转债,100.0
110054.SH,600438.SH,12.28,20250318,20190410,通威转债,100.0
123022.SZ,300088.SZ,5.83,20250318,20190410,长信转债,100.0
110056.SH,600487.SH,14.88,20250319,20190416,亨通转债,100.0
123023.SZ,300335.SZ,4.58,20250320,20190416,迪森转债,100.0
123024.SZ,300700.SZ,14.1,20240321,20190417,岱勒转债,100.0
127012.SZ,001965.SZ,7.87,20250322,20190430,招路转债,100.0
128060.SZ,002822.SZ,6.19,20250326,20190415,中装转债,100.0
128061.SZ,002439.SZ,28.29,20250327,20190424,启明转债,100.0
113530.SH,603081.SH,12.95,20250327,20190418,大丰转债,100.0
113531.SH,603883.SH,60.09,20240329,20190422,百姓转债,100.0
123025.SZ,300567.SZ,48.68,20250329,20190419,精测转债,100.0
110057.SH,600420.SH,9.51,20250401,20190430,现代转债,100.0
128062.SZ,002370.SZ,3.0,20250402,20190424,亚药转债,100.0
113532.SH,603817.SH,5.3,20250402,20190424,海环转债,100.0
113533.SH,603233.SH,36.5,20250403,20190424,参林转债,100.0
128063.SZ,002631.SZ,3.57,20250403,20190424,未来转债,100.0
128064.SZ,002538.SZ,5.82,20250408,20190507,司尔转债,100.0
113024.SH,601611.SH,9.12,20250408,20190426,核建转债,100.0
113534.SH,603876.SH,7.61,20250409,20190430,鼎胜转债,100.0
113025.SH,601677.SH,7.99,20250410,20190507,明泰转债,100.0
113026.SH,601985.SH,5.73,20250415,20190508,核能转债,100.0
127013.SZ,000810.SZ,11.19,20250415,20190516,创维转债,100.0
128065.SZ,002497.SZ,9.43,20250416,20190510,雅化转债,100.0
110058.SH,600105.SH,3.74,20250416,20190508,永鼎转债,100.0
128066.SZ,002811.SZ,8.39,20250417,20190514,亚泰转债,100.0
128067.SZ,002727.SZ,26.83,20250419,20190517,一心转债,100.0
113535.SH,603278.SH,9.59,20240509,20190603,大业转债,100.0
113536.SH,603578.SH,13.76,20250531,20190624,三星转债,100.0
128068.SZ,002402.SZ,9.1,20250604,20190701,和而转债,100.0
113537.SH,603348.SH,19.5,20250610,20190705,文灿转债,100.0
123026.SZ,300692.SZ,12.51,20240610,20190701,中环转债,100.0
123027.SZ,300487.SZ,19.07,20250611,20190704,蓝晓转债,100.0
113027.SH,601020.SH,7.26,20250614,20190710,华钰转债,100.0
113028.SH,601200.SH,10.36,20250618,20190708,环境转债,100.0
123028.SZ,300437.SZ,11.84,20250619,20190715,清水转债,100.0
128069.SZ,002907.SZ,17.97,20250624,20190711,华森转债,100.0
113538.SH,603658.SH,64.11,20250628,20190722,安图转债,100.0
128070.SZ,002877.SZ,8.26,20250702,20190723,智能转债,100.0
113539.SH,603079.SH,28.78,20250703,20190726,圣达转债,100.0
113540.SH,603636.SH,10.13,20250715,20190805,南威转债,100.0
113541.SH,603165.SH,10.49,20250723,20190813,荣晟转债,100.0
113542.SH,603898.SH,10.92,20250801,20190823,好客转债,100.0
113543.SH,603833.SH,70.49,20250816,20190904,欧派转债,100.0
123029.SZ,300677.SZ,3.42,20250816,20190910,英科转债,100.0
128071.SZ,002228.SZ,3.1,20250816,20190916,合兴转债,100.0
128072.SZ,002842.SZ,5.73,20250820,20190916,翔鹭转债,100.0
123030.SZ,300040.SZ,4.0,20250820,20190912,九洲转债,100.0
128073.SZ,002615.SZ,5.55,20240822,20190911,哈尔转债,100.0
123031.SZ,300655.SZ,3.79,20250829,20190926,晶瑞转债,100.0
113544.SH,603866.SH,46.54,20250920,20191015,桃李转债,100.0
128074.SZ,002174.SZ,10.1,20250923,20191021,游族转债,100.0
128075.SZ,002406.SZ,5.11,20250923,20191031,远东转债,100.0
123032.SZ,300591.SZ,6.89,20251011,20191031,万里转债,100.0
113545.SH,603113.SH,7.39,20251014,20191107,金能转债,100.0
128076.SZ,002722.SZ,13.34,20251014,20191108,金轮转债,100.0
128077.SZ,002928.SZ,6.96,20251016,20191107,华夏转债,100.0
128079.SZ,002846.SZ,8.29,20251021,20191121,英联转债,100.0
128078.SZ,002368.SZ,22.02,20251021,20191108,太极转债,100.0
113546.SH,603320.SH,11.93,20251023,20191121,迪贝转债,100.0
113547.SH,603612.SH,10.52,20251024,20191122,索发转债,100.0
127014.SZ,000065.SZ,7.65,20251024,20191121,北方转债,100.0
110059.SH,600000.SH,12.51,20251028,20191115,浦发转债,100.0
110060.SH,600326.SH,4.17,20251028,20191128,天路转债,100.0
113548.SH,603688.SH,14.69,20251028,20191122,石英转债,100.0
123033.SZ,300748.SZ,25.3,20251101,20191125,金力转债,100.0
123034.SZ,300265.SZ,7.88,20251104,20191128,通光转债,100.0
110061.SH,600674.SH,8.4,20251111,20191202,川投转债,100.0
123035.SZ,300296.SZ,4.27,20251114,20191209,利德转债,100.0
113549.SH,603861.SH,7.63,20251115,20191211,白电转债,100.0
113550.SH,603035.SH,9.33,20251118,20191212,常汽转债,100.0
113551.SH,603806.SH,28.92,20251118,20191211,福特转债,100.0
128080.SZ,002352.SZ,40.15,20251118,20191209,顺丰转债,100.0
128081.SZ,002203.SZ,9.2,20251121,20191216,海亮转债,100.0
113552.SH,603960.SH,19.78,20251202,20191219,克来转债,100.0
110062.SH,600498.SH,21.71,20251202,20191225,烽火转债,100.0
128082.SZ,002806.SZ,8.7,20251204,20200106,华锋转债,100.0
123036.SZ,300450.SZ,38.97,20251211,20200110,先导转债,100.0
128083.SZ,002376.SZ,5.4,20251212,20191231,新北转债,100.0
113553.SH,603180.SH,44.14,20251213,20200107,金牌转债,100.0
110063.SH,600567.SH,1.76,20251213,20200103,鹰19转债,100.0
113029.SH,601615.SH,12.8,20251216,20200107,明阳转债,100.0
128084.SZ,002745.SZ,12.8,20251216,20200110,木森转债,100.0
113554.SH,603733.SH,13.27,20251216,20200110,仙鹤转债,100.0
128085.SZ,002002.SZ,3.91,20251216,20200108,鸿达转债,100.0
128086.SZ,002074.SZ,12.19,20251217,20200110,国轩转债,100.0
128087.SZ,002083.SZ,3.88,20251217,20200116,孚日转债,100.0
113557.SH,603098.SH,10.11,20251219,20200110,森特转债,100.0
113555.SH,603301.SH,14.01,20251219,20200114,振德转债,100.0
123037.SZ,300260.SZ,11.08,20251219,20200122,新莱转债,100.0
113556.SH,603690.SH,29.28,20251220,20200109,至纯转债,100.0
110064.SH,600939.SH,4.07,20251220,20200116,建工转债,100.0
113558.SH,603218.SH,13.84,20251223,20200114,日月转债,100.0
110065.SH,600985.SH,8.68,20251223,20200113,淮矿转债,100.0
113559.SH,603901.SH,10.32,20251223,20200110,永创转债,100.0
