ts_code,name,pct_change,amount,trade_date
801980.SI,美容护理,1.53,608881.0,20260129
801010.SI,农林牧渔,0.65,5419687.0,20260130
801030.SI,基础化工,-0.31,15957791.0,20260130
801040.SI,钢铁,-2.83,2437253.0,20260130
801050.SI,有色金属,-7.8,29403249.0,20260130
801080.SI,电子,0.68,45542577.0,20260130
801110.SI,家用电器,-0.47,3455911.0,20260130
801120.SI,食品饮料,-2.78,6259667.0,20260130
801130.SI,纺织服饰,-0.33,2457334.0,20260130
801140.SI,轻工制造,0.54,2538632.0,20260130
801150.SI,医药生物,-1.15,10902915.0,20260130
801160.SI,公用事业,-0.26,4665262.0,20260130
801170.SI,交通运输,-0.23,3062132.0,20260130
801180.SI,房地产,-2.47,3085280.0,20260130
801200.SI,商贸零售,-1.57,3085867.0,20260130
801210.SI,社会服务,-0.1,2010221.0,20260130
801230.SI,综合,-0.39,410085.0,20260130
801710.SI,建筑材料,-1.36,2662710.0,20260130
801720.SI,建筑装饰,-0.12,5193235.0,20260130
801730.SI,电力设备,-0.49,25790474.0,20260130
801740.SI,国防军工,-1.55,11552809.0,20260130
801750.SI,计算机,-1.96,17663403.0,20260130
801760.SI,传媒,-0.17,13027346.0,20260130
801770.SI,通信,3.44,17817193.0,20260130
801780.SI,银行,-0.4,3888706.0,20260130
801790.SI,非银金融,-1.59,6701140.0,20260130
801880.SI,汽车,-0.4,9524618.0,20260130
801890.SI,机械设备,0.21,18416057.0,20260130
801950.SI,煤炭,0.1,2486818.0,20260130
801960.SI,石油石化,-0.54,4942524.0,20260130
801970.SI,环保,-0.56,2151130.0,20260130
801980.SI,美容护理,-1.57,588902.0,20260130
801010.SI,农林牧渔,-3.52,4121114.0,20260202
801030.SI,基础化工,-5.69,14796604.0,20260202
801040.SI,钢铁,-5.93,2226745.0,20260202
801050.SI,有色金属,-7.62,20137109.0,20260202
801080.SI,电子,-4.04,42123035.0,20260202
801110.SI,家用电器,-0.49,3317185.0,20260202
801120.SI,食品饮料,1.11,5782910.0,20260202
801130.SI,纺织服饰,-2.41,1701310.0,20260202
801140.SI,轻工制造,-2.52,2616710.0,20260202
801150.SI,医药生物,-2.42,10120086.0,20260202
801160.SI,公用事业,-1.21,4390896.0,20260202
801170.SI,交通运输,-1.61,3219133.0,20260202
801180.SI,房地产,-3.41,2477539.0,20260202
801200.SI,商贸零售,-1.81,2736323.0,20260202
801210.SI,社会服务,-1.59,1849009.0,20260202
801230.SI,综合,-3.46,397430.0,20260202
801710.SI,建筑材料,-4.02,2520071.0,20260202
801720.SI,建筑装饰,-2.76,4622467.0,20260202
801730.SI,电力设备,-0.8,25502987.0,20260202
801740.SI,国防军工,-1.74,9932910.0,20260202
801750.SI,计算机,-2.67,15863675.0,20260202
801760.SI,传媒,-2.19,12216683.0,20260202
801770.SI,通信,-2.89,20221300.0,20260202
801780.SI,银行,0.17,4172077.0,20260202
801790.SI,非银金融,-1.46,6512511.0,20260202
801880.SI,汽车,-2.47,9283143.0,20260202
801890.SI,机械设备,-1.92,17437267.0,20260202
801950.SI,煤炭,-5.64,2153560.0,20260202
801960.SI,石油石化,-5.51,3023070.0,20260202
801970.SI,环保,-1.95,2101173.0,20260202
801980.SI,美容护理,-0.7,603223.0,20260202
801010.SI,农林牧渔,0.93,2759934.0,20260203
801030.SI,基础化工,3.21,11532649.0,20260203
801040.SI,钢铁,3.28,1555550.0,20260203
801050.SI,有色金属,3.25,25644070.0,20260203
801080.SI,电子,2.13,41741855.0,20260203
801110.SI,家用电器,0.88,3109898.0,20260203
801120.SI,食品饮料,1.39,4629176.0,20260203
801130.SI,纺织服饰,1.83,1888900.0,20260203
801140.SI,轻工制造,1.4,2299521.0,20260203
801150.SI,医药生物,1.54,8434246.0,20260203
801160.SI,公用事业,0.67,3574956.0,20260203
801170.SI,交通运输,1.28,2605800.0,20260203
801180.SI,房地产,1.9,2062426.0,20260203
801200.SI,商贸零售,1.64,2797965.0,20260203
801210.SI,社会服务,1.92,1587303.0,20260203
801230.SI,综合,5.63,446167.0,20260203
801710.SI,建筑材料,3.52,2497421.0,20260203
801720.SI,建筑装饰,2.02,3918028.0,20260203
801730.SI,电力设备,3.22,27503155.0,20260203
801740.SI,国防军工,4.42,13268851.0,20260203
801750.SI,计算机,2.68,15784227.0,20260203
801760.SI,传媒,2.87,12694818.0,20260203
801770.SI,通信,2.22,19501640.0,20260203
801780.SI,银行,-0.85,3269768.0,20260203
801790.SI,非银金融,0.17,5426013.0,20260203
801880.SI,汽车,2.31,8567254.0,20260203
801890.SI,机械设备,3.98,18721211.0,20260203
801950.SI,煤炭,0.38,1251252.0,20260203
801960.SI,石油石化,0.44,2572407.0,20260203
801970.SI,环保,1.76,1812580.0,20260203
801980.SI,美容护理,2.04,548769.0,20260203
801010.SI,农林牧渔,1.3,3231027.0,20260204
801030.SI,基础化工,0.28,10489266.0,20260204
801040.SI,钢铁,2.06,1511496.0,20260204
801050.SI,有色金属,0.21,19913106.0,20260204
801080.SI,电子,-1.55,36451118.0,20260204
801110.SI,家用电器,1.35,3018359.0,20260204
801120.SI,食品饮料,2.33,5513778.0,20260204
801130.SI,纺织服饰,0.33,1692189.0,20260204
801140.SI,轻工制造,1.39,2581956.0,20260204
801150.SI,医药生物,0.94,8873699.0,20260204
801160.SI,公用事业,1.5,4152824.0,20260204
801170.SI,交通运输,2.82,3450533.0,20260204
801180.SI,房地产,2.97,3037556.0,20260204
801200.SI,商贸零售,0.14,2711352.0,20260204
801210.SI,社会服务,0.38,1417892.0,20260204
801230.SI,综合,1.23,482125.0,20260204
801710.SI,建筑材料,3.48,3369171.0,20260204
801720.SI,建筑装饰,1.19,4155370.0,20260204
801730.SI,电力设备,2.04,29624449.0,20260204
801740.SI,国防军工,0.49,13848365.0,20260204
801750.SI,计算机,-1.7,15967869.0,20260204
801760.SI,传媒,-3.12,11427072.0,20260204
801770.SI,通信,-2.73,17769996.0,20260204
801780.SI,银行,1.4,2913621.0,20260204
801790.SI,非银金融,1.27,5229027.0,20260204
801880.SI,汽车,1.25,9205833.0,20260204
801890.SI,机械设备,0.28,17815169.0,20260204
801950.SI,煤炭,7.58,3020397.0,20260204
801960.SI,石油石化,1.91,2770715.0,20260204
801970.SI,环保,0.68,1780390.0,20260204
801980.SI,美容护理,0.35,426097.0,20260204
801010.SI,农林牧渔,-0.37,2636135.0,20260205
801030.SI,基础化工,-1.71,9334232.0,20260205
801040.SI,钢铁,-2.15,1336439.0,20260205
801050.SI,有色金属,-4.57,18434055.0,20260205
801080.SI,电子,-1.23,31793473.0,20260205
801110.SI,家用电器,0.08,2804942.0,20260205
801120.SI,食品饮料,1.31,5627328.0,20260205
801130.SI,纺织服饰,0.74,1784899.0,20260205
801140.SI,轻工制造,0.08,2265287.0,20260205
801150.SI,医药生物,0.18,9251361.0,20260205
801160.SI,公用事业,-1.03,3757217.0,20260205
801170.SI,交通运输,0.21,2977316.0,20260205
801180.SI,房地产,-0.24,2455157.0,20260205
801200.SI,商贸零售,0.9,3332170.0,20260205
801210.SI,社会服务,0.73,1778961.0,20260205
801230.SI,综合,-1.0,454193.0,20260205
801710.SI,建筑材料,-1.18,2541379.0,20260205
801720.SI,建筑装饰,-1.25,3853173.0,20260205
801730.SI,电力设备,-3.41,25821734.0,20260205
801740.SI,国防军工,-1.17,10698588.0,20260205
801750.SI,计算机,-0.84,12723713.0,20260205
801760.SI,传媒,0.11,9892496.0,20260205
801770.SI,通信,-2.39,13137865.0,20260205
801780.SI,银行,1.57,3782551.0,20260205
801790.SI,非银金融,0.06,5023449.0,20260205
801880.SI,汽车,-0.61,7561812.0,20260205
801890.SI,机械设备,-1.84,14925151.0,20260205
801950.SI,煤炭,-2.22,2311142.0,20260205
801960.SI,石油石化,-1.39,2341063.0,20260205
801970.SI,环保,-0.76,1718280.0,20260205
801980.SI,美容护理,3.21,970859.0,20260205
801010.SI,农林牧渔,-0.21,2697804.0,20260206
801030.SI,基础化工,2.05,12208589.0,20260206
801040.SI,钢铁,-0.39,1215246.0,20260206
801050.SI,有色金属,0.31,17288092.0,20260206
801080.SI,电子,-0.56,31397356.0,20260206
801110.SI,家用电器,-0.54,2681240.0,20260206
801120.SI,食品饮料,-1.86,4485628.0,20260206
801130.SI,纺织服饰,0.88,2034670.0,20260206
801140.SI,轻工制造,0.66,2542983.0,20260206
801150.SI,医药生物,-0.04,10871240.0,20260206
801160.SI,公用事业,0.25,3328564.0,20260206
801170.SI,交通运输,-0.75,2350244.0,20260206
801180.SI,房地产,-1.08,2019231.0,20260206
801200.SI,商贸零售,-1.17,2882221.0,20260206
801210.SI,社会服务,-1.37,1540954.0,20260206
801230.SI,综合,-0.24,396921.0,20260206
801710.SI,建筑材料,-0.89,2181631.0,20260206
801720.SI,建筑装饰,-0.94,3362220.0,20260206
801730.SI,电力设备,1.27,25633032.0,20260206
801740.SI,国防军工,-1.66,9784712.0,20260206
801750.SI,计算机,-0.7,12908359.0,20260206
801760.SI,传媒,-0.84,9471819.0,20260206
801770.SI,通信,-1.26,13900519.0,20260206
801780.SI,银行,-0.58,2946646.0,20260206
801790.SI,非银金融,-0.63,4347446.0,20260206
801880.SI,汽车,-0.09,8075586.0,20260206
801890.SI,机械设备,-0.01,15089113.0,20260206
801950.SI,煤炭,-0.26,1567577.0,20260206
801960.SI,石油石化,2.55,2811323.0,20260206
801970.SI,环保,0.39,1713684.0,20260206
801980.SI,美容护理,-1.2,641943.0,20260206
801010.SI,农林牧渔,0.42,2378273.0,20260209
801030.SI,基础化工,1.44,11496314.0,20260209
801040.SI,钢铁,2.04,1466546.0,20260209
801050.SI,有色金属,2.12,15394740.0,20260209
801080.SI,电子,2.97,35209285.0,20260209
801110.SI,家用电器,0.47,2533536.0,20260209
801120.SI,食品饮料,0.37,3476594.0,20260209
801130.SI,纺织服饰,0.48,1727125.0,20260209
801140.SI,轻工制造,1.29,2542582.0,20260209
801150.SI,医药生物,0.6,9408623.0,20260209
801160.SI,公用事业,0.48,3805922.0,20260209
801170.SI,交通运输,1.11,2321581.0,20260209
801180.SI,房地产,1.96,2460165.0,20260209
801200.SI,商贸零售,1.73,2991004.0,20260209
801210.SI,社会服务,1.49,1399035.0,20260209
801230.SI,综合,4.7,503379.0,20260209
801710.SI,建筑材料,1.63,2265667.0,20260209
801720.SI,建筑装饰,1.7,3476155.0,20260209
801730.SI,电力设备,2.31,27371546.0,20260209
801740.SI,国防军工,1.61,9788724.0,20260209
801750.SI,计算机,2.88,15814013.0,20260209
801760.SI,传媒,3.5,11323620.0,20260209
801770.SI,通信,5.17,17753509.0,20260209
801780.SI,银行,0.36,2391573.0,20260209
801790.SI,非银金融,1.45,4524170.0,20260209
801880.SI,汽车,1.15,7762447.0,20260209
801890.SI,机械设备,2.54,17193816.0,20260209
801950.SI,煤炭,1.04,1401697.0,20260209
801960.SI,石油石化,0.21,2348868.0,20260209
801970.SI,环保,1.17,1729017.0,20260209
801980.SI,美容护理,1.16,519423.0,20260209
801010.SI,农林牧渔,-0.74,1937745.0,20260210
801030.SI,基础化工,-0.11,10179031.0,20260210
801040.SI,钢铁,0.05,1474652.0,20260210
801050.SI,有色金属,-0.18,12730199.0,20260210
801080.SI,电子,0.2,31018799.0,20260210
801110.SI,家用电器,1.11,2839540.0,20260210
801120.SI,食品饮料,-1.31,2899209.0,20260210
801130.SI,纺织服饰,-0.41,1413671.0,20260210
801140.SI,轻工制造,0.4,2677615.0,20260210
801150.SI,医药生物,0.6,9082621.0,20260210
801160.SI,公用事业,-0.47,3072387.0,20260210
801170.SI,交通运输,-0.17,2118868.0,20260210
801180.SI,房地产,-1.4,1908318.0,20260210
801200.SI,商贸零售,-0.87,2532442.0,20260210
801210.SI,社会服务,0.74,1655688.0,20260210
801230.SI,综合,2.15,426457.0,20260210
801710.SI,建筑材料,0.09,2504502.0,20260210
801720.SI,建筑装饰,-0.66,3459851.0,20260210
801730.SI,电力设备,-0.72,23240316.0,20260210
801740.SI,国防军工,-0.15,9560892.0,20260210
801750.SI,计算机,0.68,16320051.0,20260210
801760.SI,传媒,4.27,17999590.0,20260210
801770.SI,通信,0.13,14301540.0,20260210
801780.SI,银行,0.27,2236366.0,20260210
801790.SI,非银金融,-0.39,3196640.0,20260210
801880.SI,汽车,0.26,7595284.0,20260210
801890.SI,机械设备,0.29,15917306.0,20260210
801950.SI,煤炭,0.88,1345718.0,20260210
801960.SI,石油石化,-0.02,2011626.0,20260210
801970.SI,环保,-0.62,1627130.0,20260210
801980.SI,美容护理,-0.84,429157.0,20260210
801010.SI,农林牧渔,0.19,1771459.0,20260211
801030.SI,基础化工,1.4,11579046.0,20260211
801040.SI,钢铁,1.68,1550714.0,20260211
801050.SI,有色金属,2.39,15737302.0,20260211
801080.SI,电子,-1.09,25882619.0,20260211
801110.SI,家用电器,-0.66,2748923.0,20260211
801120.SI,食品饮料,-0.11,2336976.0,20260211
801130.SI,纺织服饰,-0.37,1374587.0,20260211
801140.SI,轻工制造,-0.04,2594669.0,20260211
801150.SI,医药生物,-0.32,7128762.0,20260211
801160.SI,公用事业,-0.08,2798882.0,20260211
801170.SI,交通运输,-0.21,2151796.0,20260211
801180.SI,房地产,-0.14,1567470.0,20260211
801200.SI,商贸零售,-0.19,2241057.0,20260211
801210.SI,社会服务,-1.74,1349438.0,20260211
801230.SI,综合,0.29,429193.0,20260211
801710.SI,建筑材料,3.29,2682695.0,20260211
801720.SI,建筑装饰,-0.05,3121493.0,20260211
801730.SI,电力设备,-0.04,20907061.0,20260211
801740.SI,国防军工,-0.91,8789833.0,20260211
801750.SI,计算机,-0.27,14712427.0,20260211
801760.SI,传媒,-1.99,16890652.0,20260211
801770.SI,通信,-2.17,14097746.0,20260211
801780.SI,银行,0.18,1952110.0,20260211
801790.SI,非银金融,-0.48,3372306.0,20260211
801880.SI,汽车,0.02,7640652.0,20260211
801890.SI,机械设备,-0.63,14138139.0,20260211
801950.SI,煤炭,1.4,1530107.0,20260211
801960.SI,石油石化,2.18,2541066.0,20260211
801970.SI,环保,0.52,1638486.0,20260211
801980.SI,美容护理,0.12,490015.0,20260211
801010.SI,农林牧渔,-1.49,1786026.0,20260212
801030.SI,基础化工,-0.23,10531515.0,20260212
801040.SI,钢铁,0.14,1521863.0,20260212
801050.SI,有色金属,0.82,16165025.0,20260212
801080.SI,电子,1.73,33020339.0,20260212
801110.SI,家用电器,-0.22,2374352.0,20260212
801120.SI,食品饮料,-1.3,2891302.0,20260212
801130.SI,纺织服饰,-1.49,1303064.0,20260212
801140.SI,轻工制造,-0.26,2602678.0,20260212
801150.SI,医药生物,-0.6,7545099.0,20260212
801160.SI,公用事业,0.12,3338253.0,20260212
801170.SI,交通运输,-0.4,2298667.0,20260212
801180.SI,房地产,-0.68,1702554.0,20260212
801200.SI,商贸零售,-1.57,2217884.0,20260212
801210.SI,社会服务,-0.8,1353250.0,20260212
801230.SI,综合,5.31,531896.0,20260212
801710.SI,建筑材料,1.02,3584183.0,20260212
801720.SI,建筑装饰,-0.01,3476881.0,20260212
801730.SI,电力设备,1.65,23871842.0,20260212
801740.SI,国防军工,0.96,8991551.0,20260212
801750.SI,计算机,1.58,17528706.0,20260212
801760.SI,传媒,-0.72,13216832.0,20260212
801770.SI,通信,1.55,15404173.0,20260212
801780.SI,银行,-1.41,2710758.0,20260212
801790.SI,非银金融,-0.91,3575185.0,20260212
801880.SI,汽车,0.61,8221599.0,20260212
801890.SI,机械设备,1.45,16126822.0,20260212
801950.SI,煤炭,0.31,1509365.0,20260212
801960.SI,石油石化,-0.02,2116840.0,20260212
801970.SI,环保,0.09,1678867.0,20260212
801980.SI,美容护理,-1.77,475029.0,20260212
801010.SI,农林牧渔,-0.5,1638987.0,20260213
801030.SI,基础化工,-1.69,9171978.0,20260213
801040.SI,钢铁,-2.46,1617632.0,20260213
801050.SI,有色金属,-3.36,14358383.0,20260213
801080.SI,电子,-0.29,31342881.0,20260213
801110.SI,家用电器,-0.53,2484324.0,20260213
801120.SI,食品饮料,-0.18,2542822.0,20260213
801130.SI,纺织服饰,-1.01,1079072.0,20260213
801140.SI,轻工制造,-0.86,2339197.0,20260213
801150.SI,医药生物,-1.08,6946375.0,20260213
801160.SI,公用事业,-1.29,3173637.0,20260213
801170.SI,交通运输,-1.74,2295900.0,20260213
801180.SI,房地产,-0.41,1720029.0,20260213
801200.SI,商贸零售,-0.67,1817164.0,20260213
801210.SI,社会服务,-0.45,1149680.0,20260213
801230.SI,综合,2.06,837622.0,20260213
801710.SI,建筑材料,-3.1,2873630.0,20260213
801720.SI,建筑装饰,-0.59,3269765.0,20260213
801730.SI,电力设备,-2.03,19804472.0,20260213
801740.SI,国防军工,0.65,9827512.0,20260213
801750.SI,计算机,-0.56,18196442.0,20260213
801760.SI,传媒,-1.43,12091981.0,20260213
801770.SI,通信,-1.73,12540146.0,20260213
801780.SI,银行,-0.7,2215607.0,20260213
801790.SI,非银金融,-1.26,4000347.0,20260213
801880.SI,汽车,-0.48,7466766.0,20260213
801890.SI,机械设备,-0.96,15633369.0,20260213
801950.SI,煤炭,-1.84,1570866.0,20260213
801960.SI,石油石化,-3.09,1847528.0,20260213
801970.SI,环保,-0.52,1660796.0,20260213
801980.SI,美容护理,-0.99,390516.0,20260213
801010.SI,农林牧渔,0.81,2058002.0,20260224
801030.SI,基础化工,3.45,12786262.0,20260224
801040.SI,钢铁,2.38,1570981.0,20260224
801050.SI,有色金属,3.31,16163382.0,20260224
801080.SI,电子,1.34,36138595.0,20260224
801110.SI,家用电器,0.56,2702294.0,20260224
801120.SI,食品饮料,-0.86,2636140.0,20260224
801130.SI,纺织服饰,1.09,1439769.0,20260224
801140.SI,轻工制造,0.87,2304554.0,20260224
801150.SI,医药生物,0.17,7354139.0,20260224
801160.SI,公用事业,2.01,4036287.0,20260224
801170.SI,交通运输,1.15,2600009.0,20260224
801180.SI,房地产,0.28,1841122.0,20260224
801200.SI,商贸零售,-1.46,1934804.0,20260224
801210.SI,社会服务,-0.16,1378021.0,20260224
801230.SI,综合,0.65,302096.0,20260224
801710.SI,建筑材料,3.71,2955643.0,20260224
801720.SI,建筑装饰,2.29,4494454.0,20260224
801730.SI,电力设备,1.25,22121583.0,20260224
801740.SI,国防军工,1.24,10375297.0,20260224
801750.SI,计算机,-1.81,17516764.0,20260224
801760.SI,传媒,-3.2,9965771.0,20260224
801770.SI,通信,3.07,15961893.0,20260224
801780.SI,银行,-0.24,2100488.0,20260224
801790.SI,非银金融,-0.42,3647267.0,20260224
801880.SI,汽车,1.36,8887652.0,20260224
801890.SI,机械设备,1.52,18235099.0,20260224
801950.SI,煤炭,3.1,1606864.0,20260224
801960.SI,石油石化,5.53,2707865.0,20260224
801970.SI,环保,1.99,1681229.0,20260224
801980.SI,美容护理,0.12,405198.0,20260224
801010.SI,农林牧渔,1.12,2182909.0,20260225
801030.SI,基础化工,2.16,17626891.0,20260225
801040.SI,钢铁,4.69,3029074.0,20260225
801050.SI,有色金属,3.48,22828684.0,20260225
801080.SI,电子,1.42,41109349.0,20260225
801110.SI,家用电器,0.13,2627804.0,20260225
801120.SI,食品饮料,0.79,2451454.0,20260225
801130.SI,纺织服饰,0.34,1356575.0,20260225
801140.SI,轻工制造,0.78,2695879.0,20260225
801150.SI,医药生物,0.84,7990414.0,20260225
801160.SI,公用事业,0.47,4708401.0,20260225
801170.SI,交通运输,1.16,3732407.0,20260225
801180.SI,房地产,2.53,2556988.0,20260225
801200.SI,商贸零售,0.25,2164344.0,20260225
801210.SI,社会服务,0.52,1193595.0,20260225
801230.SI,综合,0.56,283703.0,20260225
801710.SI,建筑材料,2.75,3989998.0,20260225
801720.SI,建筑装饰,0.79,5485910.0,20260225
801730.SI,电力设备,1.34,25290141.0,20260225
801740.SI,国防军工,1.97,12320323.0,20260225
801750.SI,计算机,0.21,15388185.0,20260225
801760.SI,传媒,-1.15,8497644.0,20260225
801770.SI,通信,0.22,13428503.0,20260225
801780.SI,银行,-0.46,2604229.0,20260225
801790.SI,非银金融,0.61,5330451.0,20260225
801880.SI,汽车,0.06,8502510.0,20260225
801890.SI,机械设备,0.86,18128136.0,20260225
801950.SI,煤炭,0.21,1877095.0,20260225
801960.SI,石油石化,0.19,4141755.0,20260225
801970.SI,环保,1.99,2163675.0,20260225
801980.SI,美容护理,1.57,481821.0,20260225
801010.SI,农林牧渔,-0.02,2192947.0,20260226
801030.SI,基础化工,0.47,16495386.0,20260226
801040.SI,钢铁,1.33,2990519.0,20260226
801050.SI,有色金属,-0.4,19854753.0,20260226
801080.SI,电子,1.98,48078685.0,20260226
801110.SI,家用电器,-0.71,2652079.0,20260226
801120.SI,食品饮料,-1.2,2534252.0,20260226
801130.SI,纺织服饰,-0.81,1320870.0,20260226
801140.SI,轻工制造,-0.56,2630444.0,20260226
801150.SI,医药生物,-0.87,8257976.0,20260226
801160.SI,公用事业,0.83,4546650.0,20260226
801170.SI,交通运输,0.41,3178336.0,20260226
801180.SI,房地产,-2.25,2430994.0,20260226
801200.SI,商贸零售,-1.22,2096624.0,20260226
801210.SI,社会服务,-0.65,1178687.0,20260226
801230.SI,综合,-0.44,231547.0,20260226
801710.SI,建筑材料,-0.57,3458494.0,20260226
801720.SI,建筑装饰,0.59,4321565.0,20260226
801730.SI,电力设备,-0.7,28720030.0,20260226
801740.SI,国防军工,1.52,12950164.0,20260226
801750.SI,计算机,0.39,16400472.0,20260226
801760.SI,传媒,-1.45,7714551.0,20260226
801770.SI,通信,2.84,17185966.0,20260226
801780.SI,银行,-0.22,2134522.0,20260226
801790.SI,非银金融,-1.42,4663711.0,20260226
801880.SI,汽车,-0.2,8664434.0,20260226
801890.SI,机械设备,1.41,19550102.0,20260226
801950.SI,煤炭,-0.66,1477329.0,20260226
801960.SI,石油石化,-1.03,2855935.0,20260226
801970.SI,环保,1.16,2523690.0,20260226
801980.SI,美容护理,-0.84,476992.0,20260226
801010.SI,农林牧渔,2.06,2920348.0,20260227
801030.SI,基础化工,0.92,14169351.0,20260227
801040.SI,钢铁,3.37,3706147.0,20260227
801050.SI,有色金属,3.1,22594738.0,20260227
801080.SI,电子,-0.71,41655299.0,20260227
801110.SI,家用电器,-0.39,2623139.0,20260227
801120.SI,食品饮料,-0.27,2253704.0,20260227
801130.SI,纺织服饰,0.85,1219224.0,20260227
801140.SI,轻工制造,0.16,2382165.0,20260227
801150.SI,医药生物,0.37,7383372.0,20260227
801160.SI,公用事业,2.27,6716308.0,20260227
801170.SI,交通运输,0.87,3176372.0,20260227
801180.SI,房地产,0.1,1649536.0,20260227
801200.SI,商贸零售,0.81,1689896.0,20260227
801210.SI,社会服务,1.97,1363485.0,20260227
801230.SI,综合,-0.03,218435.0,20260227
801710.SI,建筑材料,-1.45,3194703.0,20260227
801720.SI,建筑装饰,1.21,4549412.0,20260227
801730.SI,电力设备,0.0,25279235.0,20260227
801740.SI,国防军工,-0.02,12619662.0,20260227
801750.SI,计算机,1.86,20628995.0,20260227
801760.SI,传媒,0.64,7492184.0,20260227
801770.SI,通信,-1.38,17944285.0,20260227
801780.SI,银行,0.0,2092273.0,20260227
801790.SI,非银金融,0.07,4122463.0,20260227
801880.SI,汽车,-0.41,7710875.0,20260227
801890.SI,机械设备,0.22,19341349.0,20260227
801950.SI,煤炭,3.2,2338133.0,20260227
801960.SI,石油石化,0.93,2453958.0,20260227
801970.SI,环保,1.65,2800111.0,20260227
801980.SI,美容护理,0.6,395601.0,20260227
